,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No Service,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3430,1,0,0,1,0.8412959717230858,1,0,1,1,1,0,0,1,0,1.03708412625366,1.2144246383772936,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1304,1,1,1,0,-0.7074988841047369,1,1,0,0,0,0,0,1,1,0.6936704380095178,-0.41201258894380727,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
236,0,0,0,0,-0.9112876809241872,0,0,0,0,0,1,0,0,1,-1.1644132858235214,-0.8731085452718531,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6733,1,0,0,0,-0.21840577173805603,1,0,1,0,0,0,0,0,0,-0.47592690601038623,-0.3830206023920773,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2599,0,0,0,0,1.615693399636997,1,0,1,1,1,1,0,1,1,0.27560160014708407,1.3150153759116394,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4616,1,0,1,0,-0.46295232792139646,1,0,0,0,0,0,1,0,0,-0.33491162339805736,-0.5091004952762342,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2573,0,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,1,1,-0.3299346134235046,-0.9807490059798718,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3280,1,0,1,0,0.922811490450866,1,0,1,1,1,0,0,0,0,-0.20219135740998312,0.34717650570601544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3186,0,0,1,1,1.0450847685425362,1,0,1,1,1,1,1,1,0,-1.472987904245794,-0.4934368915997297,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3953,0,1,0,0,-1.0743187183797476,1,0,0,0,1,0,0,0,0,0.3220536932429102,-0.81360447560907,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2768,0,0,0,0,-0.8297721621964071,1,0,1,1,1,1,1,1,0,-1.492895944144005,-0.8899177289640795,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4831,0,0,0,0,-0.5852256060130667,0,0,1,1,0,1,0,0,1,-0.8127045809551245,-0.6911816266212557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4223,1,0,0,0,-1.1965919964714178,1,0,0,0,0,0,0,0,1,0.18601542060513387,-0.9077623407474391,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2106,1,0,1,1,0.922811490450866,1,0,1,0,0,0,0,1,0,-0.1739883008875173,0.3861262262405585,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2679,1,0,1,0,-1.1558342371075276,1,1,0,0,0,0,0,0,1,0.33034870986716486,-0.8720731171807199,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2761,0,1,0,0,-0.9112876809241872,0,0,0,0,0,0,0,1,1,-0.9951949466887267,-0.8595598585474504,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4688,0,1,1,0,1.534177880909217,1,1,1,0,0,0,0,1,1,0.8678657871188652,1.8459035916590474,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5399,0,0,0,0,0.7190226936314156,1,0,1,1,1,1,1,1,0,-1.4912369408191541,-0.5690892334072075,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1387,1,0,1,1,1.615693399636997,1,1,1,1,1,1,1,1,0,-1.3402676382577199,-0.28084367714365505,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6605,1,1,0,0,1.3711468434536567,1,1,0,1,1,1,1,1,0,1.5331261203840876,2.2697461670912156,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6368,1,1,0,0,-1.2373497558353077,1,1,0,0,0,0,1,1,1,0.9723829965844738,-0.9248138586737606,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5660,0,0,0,1,0.47447613744807515,1,1,0,1,0,0,1,1,1,0.42657090270851844,0.5245211042937253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6792,1,0,0,0,0.963569249814756,1,1,1,1,1,1,1,1,0,-1.3203595983595087,-0.4171016078598024,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5000,1,0,0,0,-1.0743187183797476,1,0,0,0,0,1,0,0,1,-0.504129962532852,-0.8670942501893134,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1279,1,0,1,0,-0.29992129046583615,1,0,1,1,1,1,1,1,1,-1.4514208610227317,-0.786705375624524,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6281,1,0,0,0,-1.0743187183797476,1,0,1,1,1,1,1,1,0,-1.4630338842966883,-0.9534974198366424,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6899,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6501222551197336,-0.9850008702689934,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1555,0,0,1,0,0.8412959717230858,1,0,1,1,1,0,1,1,1,1.3738618011983983,1.5373239901164322,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6800,0,0,1,0,-0.748256643468627,1,0,1,1,0,1,1,1,0,1.3688847912238458,-0.4105365531543194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3190,1,0,1,1,1.3711468434536567,0,0,0,0,1,1,1,1,0,-0.33325262007320655,0.5954148829589739,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4566,1,0,1,0,1.452662362181437,1,0,0,1,0,1,1,1,1,1.1814174155156907,1.9711463299163308,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4802,0,0,0,0,-0.17764801237416597,1,0,0,1,0,1,0,0,0,-0.33325262007320655,-0.3362500952117408,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6600,0,0,1,1,-1.1965919964714178,0,0,1,0,0,0,0,0,0,-1.1610952791738194,-0.964468551525671,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4841,0,0,0,0,-0.34067904982972624,1,0,1,0,0,0,1,1,1,0.9922910364826848,0.001101189033427227,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3594,0,0,0,0,-0.9520454402880774,0,0,0,1,0,0,0,1,0,-0.7944555443817645,-0.8465178706761555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1920,1,0,1,0,-0.42219456855750637,1,0,1,1,1,1,1,1,1,-1.468010894271241,-0.7971037173056917,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
513,0,0,0,0,0.963569249814756,1,1,0,1,0,1,1,1,1,1.3522947579753364,1.6021814433142232,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4177,1,0,0,1,-0.46295232792139646,1,0,0,0,0,0,0,0,0,-0.6318732185463736,-0.5708516642006257,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1308,1,1,0,0,-0.6667411247408468,1,1,0,0,0,0,1,0,1,0.7268505045065363,-0.440453815872594,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
914,1,0,1,1,1.615693399636997,1,1,1,1,1,1,1,1,1,-1.310405578410403,-0.21226308889476792,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3452,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,-0.6550992650942864,-0.9850669614237466,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3695,0,0,1,1,-0.014616974918605675,1,1,0,1,0,0,1,1,1,1.1333063190950137,0.3564292673714612,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4242,0,0,0,0,-1.2781075151991979,1,0,1,1,1,1,1,1,0,-1.4912369408191541,-0.9961702754222814,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3156,0,0,0,0,-0.29992129046583615,1,0,1,1,1,1,1,1,0,-1.5144629873670672,-0.8016199462138259,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2198,0,0,1,1,-0.6259833653769568,1,1,0,0,1,1,0,0,1,-0.0910381346449709,-0.5331136148365577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
774,1,0,1,0,0.026140784445284396,1,0,0,0,1,0,1,1,1,1.0321071162791071,0.33314315051342275,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4425,1,0,1,1,-0.748256643468627,1,1,1,1,0,0,0,1,0,0.14951734745841364,-0.5886522152141499,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
943,0,0,1,0,1.615693399636997,0,0,1,1,1,1,1,1,0,0.02675110141944488,1.1627854161301394,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
822,1,0,0,0,0.5967494155397454,1,1,0,1,1,0,1,1,1,1.2743216017073424,1.149390942100161,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5005,0,0,1,0,0.2706873406286248,1,0,1,0,1,1,1,1,1,1.3274097081025724,0.816974464076564,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4277,0,0,0,0,-1.0743187183797476,1,0,1,1,1,1,1,1,1,-1.4514208610227317,-0.9566257344949597,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
164,0,0,1,1,-0.8705299215602972,1,0,1,1,1,1,1,1,0,-1.4630338842966883,-0.9018141368196526,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5619,0,1,1,0,-0.5037100872852865,1,0,0,0,0,0,1,1,1,0.8728427970934182,-0.18556226237448167,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4547,1,0,1,1,1.2081158059980965,1,1,1,1,0,0,1,1,1,1.3539537613001873,1.8534379833009107,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3983,1,0,0,0,-1.2781075151991979,0,0,0,0,0,0,0,0,1,-1.3419266415825706,-0.9941875407796859,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2538,1,0,1,1,0.06689854380917447,0,0,0,0,0,1,1,0,1,-0.8010915576811682,-0.4206925606013921,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6712,1,0,1,1,-0.17764801237416597,1,0,0,0,1,0,1,0,0,0.6886934280349652,0.004075290997320499,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1311,1,0,1,1,0.39296061872029503,0,0,0,1,1,0,0,1,1,-0.6501222551197336,-0.10204507315137497,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5207,0,1,1,0,-0.34067904982972624,0,0,0,0,1,0,0,1,1,-0.7977735510314663,-0.5936531125904742,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6399,0,0,0,0,0.922811490450866,1,1,0,0,0,0,0,0,1,0.27891960679678574,0.821402571445027,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5383,1,0,0,0,0.1484140625369546,1,1,0,0,0,0,0,1,1,0.6654673814870521,0.3390472936713739,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5871,1,0,0,0,-0.34067904982972624,1,1,1,0,0,0,0,0,1,-0.30007255357618795,-0.3877791655343065,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6531,0,0,0,0,-0.29992129046583615,1,0,0,1,0,1,0,1,1,0.03670512136855036,-0.26480555692354907,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3300,0,0,1,1,0.026140784445284396,1,0,1,1,1,1,1,1,0,-1.4796239175451977,-0.7495841770381525,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3310,0,1,0,0,-1.2781075151991979,1,0,0,0,0,0,1,0,0,0.4564329625558353,-0.9703066035288689,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
327,0,1,0,0,-1.2373497558353077,1,0,0,0,0,0,0,0,1,0.1876744239299847,-0.9436057770085825,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2490,1,0,0,1,0.2706873406286248,1,1,0,0,0,1,1,1,0,1.1897124321399453,0.711448920320647,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6593,1,0,1,0,0.922811490450866,0,0,0,0,1,1,1,1,1,-0.33657062672290844,0.3073896305445989,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4408,0,0,1,1,1.615693399636997,1,1,1,0,1,0,1,0,1,0.2241724970767054,1.209555923310476,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
832,0,0,1,1,1.534177880909217,1,0,1,1,1,1,0,1,0,0.3120996732938043,1.296113305652229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3079,0,0,0,0,-1.1558342371075276,1,0,0,1,0,0,1,1,1,0.13126831088505353,-0.8897635162696554,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3462,1,0,0,0,-1.0335609590158574,1,1,0,0,0,0,0,1,1,0.6803984114107106,-0.7393841088212445,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5297,0,0,1,1,0.8820537310869759,1,0,1,1,1,1,1,1,1,-1.471328900920943,-0.5235744581671816,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6166,0,0,1,1,-0.055374734282495744,1,1,0,0,1,1,1,1,1,1.3108196748540633,0.42421676176331,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54,0,1,1,1,1.1266002872703162,1,0,1,1,1,1,0,1,1,0.33698472316656825,0.9586298390975547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4064,0,0,0,0,-1.2781075151991979,1,0,1,0,0,0,0,0,0,-0.48256291930979006,-0.9827758013923028,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3451,1,1,1,0,1.3303890840897667,1,0,0,0,0,0,0,0,1,0.20758246382819612,1.0021839100799026,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1901,0,0,0,0,-0.8297721621964071,1,0,1,1,1,1,1,1,0,-1.4779649142203468,-0.8900058505037505,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1481,1,0,1,1,1.615693399636997,0,0,1,1,1,1,1,1,1,0.01347907482063727,1.0899089028222955,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4873,0,0,0,0,-1.0335609590158574,1,0,1,1,1,1,1,1,0,-1.5061679707428126,-0.9410061915882907,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4895,0,1,1,0,0.47447613744807515,1,0,1,1,0,1,0,0,1,0.6787394080858598,0.6123782793456245,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4150,1,1,1,0,-1.0335609590158574,1,0,0,0,0,0,1,1,1,0.806482664099381,-0.7381063464960163,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3335,1,0,0,0,-0.8297721621964071,1,1,1,1,1,1,1,1,0,-1.3170415917098068,-0.8655521232450724,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4926,1,0,1,0,1.2081158059980965,1,0,0,1,1,1,0,0,1,-0.15076225433960447,0.6488165359995464,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
946,1,0,1,1,-1.1558342371075276,1,0,1,1,1,1,1,1,1,-1.4663518909463902,-0.9706811200724702,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3293,0,0,0,0,-1.1150764777436375,1,1,0,1,0,0,0,1,1,-0.023018998326082955,-0.8417372771490085,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2161,0,0,0,0,-1.2373497558353077,1,0,0,0,1,0,0,0,1,0.36850578633873593,-0.9340445899542886,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6816,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.18601542060513387,-0.9738975562704584,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5083,0,0,1,1,0.3114450999925149,1,0,1,1,0,1,0,1,1,0.22085449042700325,0.24962596129031606,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5961,0,0,0,0,-1.2781075151991979,0,0,0,0,1,1,0,0,0,-0.9553788668923046,-0.9890544610938552,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3057,1,0,1,1,-0.29992129046583615,1,0,1,1,1,1,1,1,0,-1.496213950793707,-0.823716422286307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5490,1,0,0,0,-1.0743187183797476,1,0,1,1,0,0,0,0,1,-0.2984135502513369,-0.8569823035120762,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
768,1,0,0,0,0.35220285935640494,1,0,0,0,0,1,0,0,1,0.31707668326835725,0.3562089635222839,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6615,1,0,0,1,-0.9520454402880774,1,0,0,1,0,0,0,0,1,-0.48422192263464087,-0.7915961210762598,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3495,1,1,0,0,-1.2781075151991979,1,1,0,0,0,0,0,0,1,0.3535747564150775,-0.971672487393768,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
285,0,0,0,0,-0.42219456855750637,1,1,0,0,0,0,0,0,1,0.37514179963813976,-0.21900438667959274,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6959,0,0,0,0,0.22992958126473476,1,0,0,0,0,0,1,1,1,0.8098006707490827,0.4676386504361519,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4524,1,0,1,0,-0.38143680919361633,1,1,1,1,1,0,1,0,1,1.1465783456938212,-0.041527605782376346,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6259,1,0,1,1,1.1266002872703162,1,0,0,1,0,1,1,1,0,0.4066628628103075,0.9972270734734139,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2332,0,0,1,0,0.5967494155397454,1,0,1,0,1,0,1,0,1,0.045000137992804994,0.32640185272859795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2717,0,0,1,1,1.615693399636997,1,1,1,1,1,1,1,1,0,0.927589906813499,1.9617393555564608,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2079,1,0,1,1,1.534177880909217,1,1,1,1,0,0,1,1,1,1.3722027978735474,2.3235003062904718,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3389,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,0,0,1,0.19596944055423934,-0.9737653739609521,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
722,0,0,1,1,-1.1558342371075276,1,1,0,0,0,0,0,1,1,0.7052834612834745,-0.8368685620821906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
951,0,0,0,0,-0.9928031996519674,1,0,0,1,0,0,0,0,0,0.36186977303933215,-0.768904824611,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6135,1,0,1,1,1.5749356402731072,1,1,1,1,1,1,1,1,1,1.635984326524845,2.5974922035122536,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2262,0,0,0,0,-1.2373497558353077,1,0,0,0,0,0,1,0,1,0.5144980789256178,-0.9405215231201005,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
989,1,0,1,1,0.06689854380917447,1,0,1,1,1,1,1,1,0,-1.496213950793707,-0.7057877718217094,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3212,1,0,1,0,0.3114450999925149,1,0,0,1,1,0,0,0,1,0.5078620656262139,0.39130336669622456,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1759,1,0,0,0,-0.5037100872852865,1,0,1,1,1,1,1,1,0,-1.5028499640931108,-0.8218438395683001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5781,0,0,0,0,-0.21840577173805603,1,0,0,0,1,1,0,1,1,0.8131186773987849,0.04536023233314259,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4422,1,0,0,0,-0.09613249364638582,1,0,0,1,0,0,1,1,1,1.0719231960755295,0.3263357615738449,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5479,0,0,0,0,-0.9520454402880774,1,0,0,0,0,0,0,0,0,0.14454033748386066,-0.7178163619867888,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1724,0,0,1,0,-1.1965919964714178,1,1,0,0,0,0,1,1,0,1.0022450564317906,-0.8844982542743184,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5182,1,0,0,0,-0.8297721621964071,1,1,1,1,1,1,1,1,0,-1.3187005950346575,-0.8813258788461656,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
341,0,0,1,0,1.5749356402731072,1,1,1,1,1,1,1,1,0,0.6986474479840707,1.7373819155543198,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3701,0,0,1,1,-0.21840577173805603,1,1,1,1,1,1,1,1,0,-1.333631624958316,-0.6691512417035278,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4243,0,0,0,1,0.3114450999925149,1,0,1,0,0,1,1,0,1,-0.01970099167638129,0.07917687318185498,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
688,1,0,0,0,0.8005382123591958,0,0,0,1,0,0,0,0,0,-1.147823252575012,-0.289589739955993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3432,0,0,1,0,1.534177880909217,1,1,1,1,1,1,1,1,1,0.9989270497820886,2.0172779559340537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5203,1,0,0,1,-1.1965919964714178,1,0,0,0,0,1,1,1,0,0.19928744720394148,-0.9054491503310776,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4944,1,0,1,1,-0.9112876809241872,1,1,1,1,1,1,1,1,1,-1.3369496316080178,-0.8930019828525614,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
966,1,0,0,0,-1.0335609590158574,1,0,1,1,1,1,1,1,0,-1.5078269740676635,-0.9553920329395669,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6644,1,0,1,0,1.1673580466342064,1,1,0,0,0,0,1,1,1,1.0553331628270202,1.4950036206894768,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6361,0,0,0,0,-1.0335609590158574,1,0,0,0,1,1,0,1,0,-0.06283507812250533,-0.820566077243072,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2203,1,0,1,1,1.615693399636997,1,1,1,1,1,1,0,1,1,1.3340457214019763,2.3162082488827034,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2713,1,0,0,0,-1.2781075151991979,1,0,1,1,1,1,1,1,1,-1.468010894271241,-0.9958618500334333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4757,1,0,0,0,-1.2781075151991979,1,1,0,1,0,1,0,0,0,-0.1524212576644553,-0.978391754793675,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5098,1,1,0,0,-1.1965919964714178,1,1,0,0,0,0,0,0,1,0.4083218661351583,-0.9001177971809876,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6198,1,0,1,1,-0.29992129046583615,1,1,1,1,1,1,1,1,0,-1.3004515584612975,-0.7270250628823991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6943,0,0,1,1,-1.2781075151991979,0,0,1,0,0,0,0,0,0,-1.1345512259762047,-0.9914337426649699,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5280,0,0,1,1,0.026140784445284396,1,1,0,0,1,1,1,1,1,0.4796590091037484,0.11048205014994647,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3572,0,1,0,0,-0.014616974918605675,1,0,0,0,0,0,0,1,1,0.4912720323777047,0.1693472386501155,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4805,1,0,1,1,0.8005382123591958,1,1,1,1,1,1,1,1,0,-1.3319726216334653,-0.41840140056994835,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5299,0,1,1,0,-0.17764801237416597,1,1,0,0,0,1,1,1,1,1.2145974820127092,0.2342046918479065,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1990,0,1,0,0,-0.6667411247408468,1,1,0,0,0,0,1,0,1,0.6654673814870521,-0.4099857935313762,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4120,1,0,1,1,-0.2591635311019461,1,0,0,0,0,0,0,1,0,0.4730229958043446,-0.10856606708702252,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4759,1,0,0,0,-1.2781075151991979,1,0,0,0,0,0,1,0,1,0.4730229958043446,-0.9700862996796916,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5775,1,0,1,1,1.0450847685425362,1,1,0,0,0,0,1,0,0,0.5908122318687604,1.1224037205759443,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5298,0,1,1,0,1.1266002872703162,1,1,0,1,1,0,1,1,1,1.3672257878989948,1.8155677516273359,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6150,1,0,0,0,-0.014616974918605675,1,0,0,0,0,0,1,1,0,0.874501800418269,0.2603327283603319,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
